Pipeline,Method,Model,Test Accuracy,Test Macro-F1,Test Fake Precision,Test Fake Recall,Test Fake F1,Test Real F1,Test Confusion Matrix
Baseline,TF-IDF only,Dummy (most frequent),0.56353591160221,0.36042402826855124,0.0,0.0,0.0,0.7208480565371025,"[[0, 553], [0, 714]]"
Baseline,TF-IDF only,Dummy (stratified),0.4940805051302289,0.48708178996264334,0.42226148409893993,0.4321880650994575,0.42716711349419123,0.5469964664310955,"[[239, 314], [327, 387]]"
Baseline,TF-IDF only,Naive Bayes,0.6132596685082873,0.5888020198594788,0.5777777777777777,0.4231464737793852,0.48851774530271397,0.6890862944162437,"[[234, 319], [171, 543]]"
Baseline,TF-IDF only,Logistic Regression,0.6243093922651933,0.6045816942040387,0.5893271461716937,0.4593128390596745,0.516260162601626,0.6929032258064516,"[[254, 299], [177, 537]]"
Baseline,TF-IDF only,Logistic Regression (balanced),0.6053670086819258,0.6014881132113452,0.5449915110356537,0.5804701627486437,0.5621716287215411,0.6408045977011494,"[[321, 232], [268, 446]]"
Baseline,TF-IDF only,SVM,0.5998421468034728,0.5902352114913185,0.5442307692307692,0.5117540687160941,0.527493010251631,0.6529774127310062,"[[283, 270], [237, 477]]"
Baseline,TF-IDF only,SVM (balanced),0.5832675611681136,0.5789023119029515,0.5213675213675214,0.5515370705244123,0.5360281195079086,0.6217765042979942,"[[305, 248], [280, 434]]"
Baseline,TF-IDF only,Random Forest,0.6124704025256511,0.5891267663308203,0.5752427184466019,0.42857142857142855,0.49119170984455957,0.687061822817081,"[[237, 316], [175, 539]]"
